Last Name,First Name,Real Last,Real First,Alternate Names?,Nationality,Jewish?,Gender,Links for Further Info,Known for,Fields,Import (1=lowest 5=highest),Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With/At,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Liptzin,Keni,,,,American,y,f,https://en.wikipedia.org/wiki/Keni_Liptzin,Yiddish actor,"Theater, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,Stella Adler,Performed with,Gustav Schacht,Performed with,Jacob P. Adler,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littman,Peppi,,,Pepi Litmann,American,y,f,http://forward.com/sisterhood/200875/pepi-littman-yiddish-drag-king/,Yiddish actor,"Theater, Acting",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shmuel Iris,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumet,Sidney,,,,American,y,m,https://en.wikipedia.org/wiki/Sidney_Lumet,"American director, producer, and screenwriter","Film, Directing, Producing, Screenwriting",5,Baruch Lumet,Son,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Performed with,Baruch Lumet,"Performed with, Director",Jacob Ben-Ami,Performed with,Luther Adler,Performed with,Celia Adler,Performed with,Yul Brynner,Director,Walter Cronkite,Director,Marlon Brando,Director,Katherine Hepburn,Director,Richard Burton,Director,Vanessa Redgrave,Director,Paul Newman,Director,Dustin Hoffman,Director,Sean Connery,Director,Anne Bancroft,Director,Jane Fonda,Director,Faye Dunaway,Director,Anthony Perkins,Director,Al Pacino,Director,Christopher Reeve,Director,Lee J. Cobb,Director,Max Reinhardt,Performed with,Kurt Weill,Performed with,Lotte Lenya,Performed with,Benjamin Zemach,Performed with,Joseph Buloff,Performed with,Molly Picon,Performed with,Morgan Freeman,Director,Sylvia Sidney,Performed with,Edgar G. Ulmer,Casting Director,Charles Adler,Performed with,Rod Steiger,Director,Norman Bel Geddes,Director,Morris Carnovsky,Director,Fyvush Finkel,Director,Sidney Kingsley,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunt,Alfred,,,,American,n,m,https://en.wikipedia.org/wiki/Alfred_Lunt,American theater director and actor,"Theater, Directing, Acting",2,Lynn Fontanne,Husband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theatre Guild,Actor,English,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Performed with,Harold Clurman,Performed with,Lynn Fontanne,Performed with,Edward G. Robinson,Performed with,Mark Schweid,Director,Uta Hagen,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manger,Itzik,,,,EE Jewish,y,m,http://www.yivoencyclopedia.org/article.aspx/Manger_Itsik,Yiddish poet and playwright,"Literature, Playwriting",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield,Jayne,,,Vera Jayne Palmer,American,n,f,https://en.wikipedia.org/wiki/Jayne_Mansfield,"American film, theater, and television actor","Theater, Film, TV, Acting",4,,,,,,,,,,,,,,,,,Dallas Institute of Performing Arts,Baruch Lumet,,,,,,,,,,,,,,,,,,,,,,,,,Knox Street Theater,Actor,English,Dallas,32.780141,-96.800451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baruch Lumet,Performed with,Edward G. Robinson,Performed with,Walter Matthau,Performed with,Cary Grant,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin,Mary,,,,American,n,f,https://en.wikipedia.org/wiki/Mary_Martin,American actor and singer,"Theater, film, music",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marx,Groucho,,,,American,y,m,https://en.wikipedia.org/wiki/Groucho_Marx,American film and television actor,"Film, TV, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Performed with,Harpo Marx,Performed with,Chico Marx,Performed with,Lucille Ball,Performed with,William A. Seiter,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marx,Harpo,,,,American,y,m,https://en.wikipedia.org/wiki/Harpo_Marx,American film and television actor,"Film, TV, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Performed with,Groucho Marx,Performed with,Chico Marx,Performed with,Lucille Ball,Performed with,William A. Seiter,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marx ,Chico,,,,American,y,m,https://en.wikipedia.org/wiki/Chico_Marx,American film and television actor,"Film, TV, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Performed with,Groucho Marx,Performed with,Harpo Marx,Performed with,Lucille Ball,Performed with,William A. Seiter,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthau,Walter,,,,American,y,m,https://en.wikipedia.org/wiki/Walter_Matthau,"American theater, television, and film actor","Theater, Film, TV Acting",4,,,,,,,,,,,,,,,,,Erwin Piscator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Jack Lemmon,Performed with,Elia Kazan,Performed with,Kirk Douglas,Performed with,Audrey Hepburn,Performed with,Jayne Mansfield,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McClintic,Guthrie,,,,American,n,m,https://en.wikipedia.org/wiki/Guthrie_McClintic,American theater and film director,"Theater, Film, Directing",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Director,Luther Adler,Director,Joseph Buloff,Director,Helen Zelinskaya,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meacham,Anne,,,,American,n,f,https://en.wikipedia.org/wiki/Anne_Meacham,American theater and film actor,"Theater, Film, Acting",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehoffer,Józef,,,,Polish,n,m,https://en.wikipedia.org/wiki/Józef_Mehoffer,Polish painter,Art,4,,,,,,,,,,,,,,,,,,,,,,,,,Kraków Academy of Fine Arts,Art school,Polish,Kraków,50.066259,19.941582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur Kolnik,Teacher,Stanisław Wyspiański,Painter,Teodor Axentowicz,Colleague,Karol Frycz,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meisner,Sanford,,,,American,y,m,https://en.wikipedia.org/wiki/Sanford_Meisner,American actor and acting teacher,"Acting, Theater, Theater Education",5,,,,,,,,,,,,,,,,,Richard Boleslavsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolf Barzel,Performed with,Stella Adler,Performed with,Harold Clurman,Performed with,Cheryl Crawford,Performed with,Lee Strasberg,Performed with,Ethel Barrymore,Performed with,Joseph Buloff,Performed with,Uta Hagen,Performed with,Clifford Odets,Performed with,Elia Kazan,Performed with,Luther Adler,Performed with,Diane Keaton,Teacher,Mark Schweid,Director,Sidney Kingsley,Performed with,Martin Ritt,Performed with,Boris Aronson,Performed with,J. Edward Bromberg,Performed with,Morris Carnovsky,Performed with,Howard Da Silva,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menkes,Sigmund,,,,Polish,y,m,http://culture.pl/en/artist/zygmunt-sigmund-menkes,Polish painter,Art,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fritz Kleynman,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyer,Hannes,,Hans Emil,,Swiss,n,m,https://en.wikipedia.org/wiki/Hannes_Meyer,Swiss architect,Architecture,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Congrès International d'Architecture Moderne (CIAM),Founder,French,"La Sarraz, Switzerland",46.659701,6.515561,,,,,,,,,,,,,Bauhaus,Teacher,German,Weimar,50.97404,11.32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szymon Syrkus,Colleague,Walter Gropius,Colleague,Le Corbusier,Colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyerhold,Vsevolod,,,,Russian,n,m,https://en.wikipedia.org/wiki/Vsevolod_Meyerhold,"Theater director, actor, and producer","Theater, Directing, Acting, Producing",5,,,,,,,,,,,,,,,,,Vladimir Nemirovich-Danchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henryk Szaro,Teacher,Jacob Rotbaum,Teacher,Natan Altman,Director,Benjamin Zemach,Teacher,Boris Aronson,Teacher,Paul Baratoff,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mielziner,Jo,,,,American,y,m,https://en.wikipedia.org/wiki/Jo_Mielziner,American set and lighting designer,"Theater, Set Design, Lighting Design",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Zelinskaya,Designer,Lee J. Cobb,Designer,Martin Ritt,Designer,Ming Cho Lee,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mihail,Jean,,,,Romanian,n,m,http://www.imdb.com/name/nm0586120/,Film director,"Film, Directing",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yosef Kamen,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikhoels,Solomon,,,,EE Jewish,y,m,http://www.yivoencyclopedia.org/article.aspx/Mikhoels_Solomon_Mikhailovich,"Yiddish actor, director","Theater, Acting, Directing",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOSET,Actor,Yiddish,Moscow,55.755826,37.617301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Rotbaum,Teacher,Natan Altman,Performed with,Alexander Granovsky,Performed with,Jenny Epstein,Performed with,Sara Rotbaum,Performed with,Yankev Shidlo,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller,Arthur,,,,American,y,m,https://en.wikipedia.org/wiki/Arthur_Miller,American playwright,"Playwriting, Literature",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogulesco,Zigmund,,,,EE Jewish,y,m,https://en.wikipedia.org/wiki/Sigmund_Mogulesko,Yiddish actor and singer,"Theater, Acting, Music",4,Joseph Edelstein,Nephew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob P. Adler,Performed with,Stella Adler,Performed with,Itzikl Goldnberg,Performed with,Moyshe Zilbershteyn,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moissi,Alexander,,,,Austrian,n,m,https://en.wikipedia.org/wiki/Aleksandër_Moisiu,Austrian actor,"Theater, Acting",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsches Theater,Performed with,German,Berlin,52.51723,13.32265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Reinhardt,Performed with,Lidia Pototska,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreno,Rita,,,,Puerto Rican,n,f,https://en.wikipedia.org/wiki/Rita_Moreno,American actor and singer,"Theater, Acting, Music",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolf Barzel,Performed with,Judy Graubart,Performed with,Manny Azenberg,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mostel,Zero,,,,American,y,m,https://en.wikipedia.org/wiki/Zero_Mostel,American actor,"Theater, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molly Picon,Performed with,Ján Kadár,Performed with,Harry Belafonte,Performed with,Eli Wallach,Performed with,Wolf Barzel,Performed with,Ida Kaminska,Performed with,Martin Ritt,Performed with,Boris Aronson,Performed with,Fyvush Finkel,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muni,Paul,,,Muni Weisenfreund,American,y,m,https://en.wikipedia.org/wiki/Paul_Muni,Yiddish and American Actor,"Theater, Acting, Film",4,Sallie Weisenfreund Nasatir,Son,Morris Nasatir,Stepson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Schwartz,Performed with,Celia Adler,Performed with,Luther Adler,Performed with,Avrom Taytlboym,Performed with,Paul Baratoff,Performed with,Yankev Mestel,Performed with,Shloyme Krause,Performed with,Morris Carnovsky,Performed with,Bertha Kalich,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasatir,Sallie Weisenfreund,,,,"EE Jewish, American",y,f,http://www.yiddishstage.org/2015/06/30/the-krakow-yiddish-theatre-postcards-a-crowdsourcing-experiment/,Yiddish actor,"Acting, Theater",1,Paul Muni,Mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baruch Lumet,Performed with,Morris Nasatir,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasatir,Morris,,,,"EE Jewish, American",y,m,http://www.museumoffamilyhistory.com/yt/lex/N/nestor-moshe.htm,Yiddish actor and prompter,"Acting, Theater",1,Paul Muni,Stepfather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baruch Lumet,"Performed with, Prompter",Sallie Weisenfreund Nasatir,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemirovich-Danchenko,Vladimir,,,,Russian,n,m,https://en.wikipedia.org/wiki/Vladimir_Nemirovich-Danchenko,"Russian director, playwright, producer","Theater, Directing, Playwriting, Producing",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moscow Art Theater,Founder,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konstantin Stanislavsky,Co-Founder,Richard Boleslavsky,"Director, Teacher",Vsevolod Meyerhold,Teacher,Nokhum Lipovski,Teacher,Yevgeny Vakhtangov,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newman,Paul,,,,American,n,m,https://en.wikipedia.org/wiki/Paul_Newman,"American actor, film director","Film, Theater, Acting, Directing",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Buloff,Performed with,Sidney Lumet,Performed with,Baruch Lumet,Performed with,Martin Ritt,Performed with,Susan Strasberg,Performed with,Eli Wallach,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholson,Jack,,,,American,n,m,https://en.wikipedia.org/wiki/Jack_Nicholson,"American actor, film director, producer, and screenwriter","Film, Acting, Directing, Screenwriting, Producing",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warren Beatty,Performed with,Diane Keaton,Performed with,Joseph Buloff,Performed with,Gene Hackman,Performed with,Leola Vendorf,Performed with,Morgan Freeman,Performed with,Rod Steiger,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
