Last Name,First Name,Real Last,Real First,Alternate Names?,Nationality,Jewish?,Gender,Links for Further Info,Known for,Fields,Import (1=lowest 5=highest),Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Related to,Relationship,Studied With,Studied With/At,Studied With,Studied With,Studied With,Studied With,Studied With,Studied With,Studied At,Type,Language,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Studied At,Type,Language ,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Third Location,Third Latitude,Third Longitude,Fourth Location,Fourth Latitude,Fourth Longitude,Fifth Location,Fifth Latitude,Fifth Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Second Location,Second Latitude,Second Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked At,Role,Language,Location,Latitude,Longitude,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role,Worked with,Role
Kandinsky,Vasily,,,,Polish,n,m,https://en.wikipedia.org/wiki/Wassily_Kandinsky,Polish painter,Art,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhaus,Teacher,German,Weimar,50.97404,11.32878,,,,,,,,,,,,,"Moscow Academy of Painting, Sculpture, and Architecture",Teacher,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konstanty Mackiewicz,Teacher,Walter Gropius,Colleague,Le Corbusier,Colleague,Ludwig Mies van der Rohe,Colleague,Paul Klee,Colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantor,Tadeusz,,,,Polish,n,m,https://en.wikipedia.org/wiki/Tadeusz_Kantor,"Polish director, painter, designer, actor","Theater, Directing, Set Design, Art, Acting",4,,,,,,,,,,,,,,,,,Karol Frycz,,,,,,,,Kraków Academy of Fine Arts,Art school,Polish,Kraków,50.066259,19.941582,,,,,,,,,,,,,Narodowy Stary Teatr,Director,Polish,Kraków,50.066259,19.941582,,,,,,,,,,,,,Cricot 2 Theatre,Founder,Polish,Kraków,50.066259,19.941582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Pronaszko,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasman,Rivke,,,,EE Jewish,y,f,NONE,Yiddish actor,"Theater, Acting",1,Chaim Shniur,Sister,Bela Belarina,Sister-in-law,Ester Gamerov,Sister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PYAT,Actor,Yiddish,Paris,48.856614,2.352222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katz,Ben Tsion,,,,American,y,m,http://www.museumoffamilyhistory.com/yt/lex/K/katz-ben-zion.htm,Yiddish theater stage manager,"Theater, Stage Management",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Stage Manager,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordechai Yachson,Performed with,Maurice Schwartz,Stage Manager,Helen Zelinskaya,Stage Manager,Louis Weisberg,Stage Manager,Ben Tsion Shoenfeld,Stage Manager,Alex Chertov,Stage Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazan,Elia,,,,"Greek, American",n,m,https://en.wikipedia.org/wiki/Elia_Kazan,American theater and film director,"Theater, Film, Directing",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Zelinskaya,Performed with,Stella Adler,Director,Harold Clurman,Director,Boris Aronson,Director,Lee Strasberg,Director,Cheryl Crawford,Director,Clifford Odets,Performed with,Sanford Meisner,Performed with,Luther Adler,Performed with,Marlon Brando,Director,Warren Beatty,Director,Eva Marie Saint,Director,Martin Ritt,Director,Sidney Kingsley,Performed with,Rod Steiger,Director,J. Edward Bromberg,Director,Morris Carnovsky,Director,Lee J. Cobb,Director,Walter Matthau,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keaton,Diane,,,,American,n,f,https://en.wikipedia.org/wiki/Diane_Keaton,"American film actor, director, producer, screenwriter","Theater, Film, Acting, Directing, Producing, Screenwriting",4,,,,,,,,,,,,,,,,,Sanford Meisner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warren Beatty,Performed with,Joseph Buloff,Performed with,Jack Nicholson,Performed with,Gene Hackman,Performed with,Woody Allen,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly,Gene,,,,American,n,m,https://en.wikipedia.org/wiki/Gene_Kelly,"American dancer, actor, film director, producer, choreographer","Dance, Theater, Film, Acting, Producing, Directing",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Performed with,Leola Vendorf,Performed with,Reuven Vendorf,Performed with,Fred Astaire,Performed with,Cyd Charisse,Performed with,Rita Hayworth,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kessler,David,,,,American,y,m,https://en.wikipedia.org/wiki/David_Kessler_(actor),Yiddish actor and director,"Theater, Acting, Directing",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Edelstein,Business partner,Jacob P. Adler,Performed with,Stella Adler,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsley,Sidney,,,,American,y,m,https://en.wikipedia.org/wiki/Sidney_Kingsley,American playwright,"Playwriting, Literature, Theater",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group Theater,"Playwright, actor",English,New York,40.759288,73.989019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sidney Lumet,Director,Norman Bel Geddes,Director,Lee Strasberg,Performed with,Mordecai Gorelik,Performed with,Luther Adler,Performed with,Morris Carnovsky,Performed with,J. Edward Bromberg,Performed with,Sanford Meisner,Performed with,Elia Kazan,Performed with,Clifford Odets,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kletzki,Paul,Klecki,Pavel,,Polish,n,m,https://en.wikipedia.org/wiki/Paul_Kletzki,Polish conductor and composer,Music,2,,,,,,,,,,,,,,,,,Arturo Toscanini,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin Philharmonic Orchestra,Conductor,German,Berlin,52.51723,13.32265,,,,,,,,,,,,,Liverpool Philharmonic,Conductor,English,Liverpool,53.408371,-2.991573,,,,Dallas Symphony Orchestra,Conductor,English,Dallas,32.780141,-96.800451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koenig,Lea,,,,Israeli,y,f,https://en.wikipedia.org/wiki/Lea_Koenig,Hebrew Actor,"Theater, Acting",4,Yosef Kamen,Daughter,Dina Koenig,Daughter,Alex Stein,Niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bucharest Yiddish State Theater,Actor,Yiddish,Bucharest,44.432501,26.103889,,,,,,,,,,,,,Habimah,Actor,Hebrew,Tel Aviv,32.085301,34.781768,,,,Dovid Herman Theater,Actor,English,Melbourne,-37.814107,144.963281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dina Koenig,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kressyn,Miriam,,,,American,y,f,http://jwa.org/encyclopedia/article/kressyn-miriam,Yiddish theater and film actor,"Theater, Film, Acting",3,Seymour Rexite,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Actor,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Fibich,Performed with,Joseph Green,Performed with,Aaron Lebedeff,Performed with,Maurice Schwartz,Performed with,Seymour Rexite,Performed with,Isaac Samberg,Performed with,Joseph Green,Performed with,Joseph Buloff,Performed with,Mordechai Yachson,Performed with,Yoyel Bergman,Performed with,Leon Liebgold,Performed with,Sasha Lipovski,Performed with,Ester Neroslavska,Performed with,Natan Gaiptman,Performed with,Zygmunt Turkow,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamarr,Hedy,,,,Austrian,y,f,https://en.wikipedia.org/wiki/Hedy_Lamarr,Austrian and American actor,"Film, Acting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Performed with,Clark Gable,Performed with,Yankev Blayfer,Performed with,Cecil DeMille,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara,Louise,,,,French,n,f,https://fr.wikipedia.org/wiki/Louise_Lara,French actress and theater designer,"Acting, Theater, Set Design",2,Edouard Autant,Wife,Claude Autant-Lara,Mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art et Action,Founder,French,Paris,48.856601,2.33459,,,,,,,,,,,,,Comédie Française,Actor,French,Paris,48.856601,2.33459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edouard Autant,Colleague,Sarah Bernhardt,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazereff,Ivan,,,,"Russian, American",n,m,http://archives.chicagotribune.com/1929/10/28/page/7/article/ivan-lazareff-of-chicago-art-theater-dies,Russian and American actor,"Theater, Acting",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Theater Society,Teacher,Yiddish,New York,40.715033,-73.984272,,,,,,,,,,,,,Moscow Art Theater,Actor,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Boleslavsky,Colleague,Peretz Hirschbein,Colleague,Dovid Pinski,Colleague,H. Leivick,Colleague,,,Mendl Elkin,Colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Corbusier,,Jeanneret-Gris,Charles-Édouard,,"Swiss, French",n,m,https://en.wikipedia.org/wiki/Le_Corbusier,"Swiss-French architect, designer, and painter","Architecture, Set Design, Art",4,,,,,,,,,,,,,,,,, Charles L'Eplattenier,Josef Hoffmann,Peter Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walter Gropius,Colleague,Hannes Meyer,Colleague,Szymon Syrkus,Colleague,Vasily Kandinsky,Colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Gallienne,Eva,,,,British,n,f,https://en.wikipedia.org/wiki/Eva_Le_Gallienne,"British and American theater and film actor, director, and producer","Theater, Film, Acting, Directing, Producing",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civic Repertory Theatre,Founder,English,New York,40.715033,-73.984272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Ben-Ami,Director/Performed with,Howard Da Silva,Director,Egon Brecher,Performed with,Cheryl Crawford,Performed with,J. Edward Bromberg,Performed with,John Garfield,Director,Uta Hagen,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebedeff,Aaron,,,,EE Jewish,y,m,https://en.wikipedia.org/wiki/Aaron_Lebedeff,Yiddish actor and singer,"Theater, Acting, Music",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shmuel Iris,Performed with,Julius Adler,Performed with,Shloyme Krause,Performed with,Miriam Kressyn,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee,Ming Cho,,,,"Chinese, American",n,m,https://en.wikipedia.org/wiki/Ming_Cho_Lee,American theater designer,"Theater, Set Design",4,,,,,,,,,,,,,,,,,Boris Aronson,Jo Mielziner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheryl Crawford,Designer,Jerome Robbins,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leivick,H.,,,,"EE Jewish, American",y,m,https://en.wikipedia.org/wiki/H._Leivick,Yiddish writer,"Literature, Playwriting",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendl Elkin,Co-Founder,Peretz Hirschbein,Co-Founder,Dovid Pinski,Co-Founder,Bela Belarina,Colleague,Yankev Blayfer,Colleague,Chaim Shniur,Colleague,Jacob Bergrin,Colleague,Egon Brecher,Colleague,Ivan Lazereff,Colleague,Richard Boleslavsky,Colleague,Joseph Green,Colleague,Boris Aronson,Colleague,David Vardi,Colleague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemmon,Jack,,,,American,n,m,https://en.wikipedia.org/wiki/Jack_Lemmon,American actor,"Acting, Film",4,,,,,,,,,,,,,,,,,Uta Hagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Azro,Performed with,Manny Azenberg,Performed with,Walter Matthau,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leve,Sam,,,,"EE Jewish, American",y,m,http://www.nytimes.com/1999/12/12/nyregion/sam-leve-91-maker-of-scenery-for-stage.html,Yiddish and American set designer and lighting designer,"Theater, Set Design, Lighting Design",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yiddish Art Theater,Designer,Yiddish,New York,40.730929,-73.986157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luba Kadison,Designer,Maurice Schwartz,Designer,Jacob Ben-Ami,Designer,Paul Baratoff,Designer,Bertha Gersten,Designer,Reuven Vendorf,Designer,Zvi Scooler,Designer,Leib Kadison,Designer,Avrom Taytlboym,Designer,Dovid Likht,Designer,Martin Ritt,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levin,Julia,,,,American,y,f,http://www.museumoffamilyhistory.com/yt/lex/L/levin-julia.htm,Yiddish actor,"Acting, Theater",1,Binyomin Levin,Daughter,,,,,,,,,,,,,,,Irma Duncan,Anna Duncan,,,,,,,,,,,,,,,,,,,,,,,,,Folksbiene,Choreographer,Yiddish,New York,40.718289,-73.991127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Rotbaum,Choreographer,Dovid Likht,Choreographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliana,Lili,Zielinska,,,"EE Jewish, American",y,f,https://de.wikipedia.org/wiki/Lili_Liliana,Yiddish stage and film actress,"Theater, Film, Acting",3,Leon Liebgold,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Di yidishe bande,Actor,Yiddish,Kalisz,51.767281,18.085346,Vilna,54.687156,25.279651,Paris,48.856614,2.352222,Buenos Aires,-34.603723,-58.381593,Sao Paolo,-23.550521,-46.633309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon Liebgold,Performed with,Avrom Morevsky,Performed with,Leo Fuchs,Performed with,Seymour Rexite,Performed with,Isaac Samberg,Performed with,Judith Berg,Performed with,Michał Waszyński,Performed with,Dina Halpern,Performed with,Moyshe Lipman,Performed with,Alter Kacyzne,Performed with,Gershon Lemberger,Performed with,Henekh Kon,Performed with,Moyshe Feder,Performed with,Menasha Skulnik,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilith,Ola,,,"Olya Lilith, Lillith, Lolya Tsederboym, Laja Cederbaum",EE Jewish,y,f,https://en.wikipedia.org/wiki/Ola_Lilith,Polish and Yiddish actor and singer,"Theater, Acting, Music",2,Władysław Godik,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sambatyon,Actor,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,Azazel,Actor,Yiddish,Warsaw,52.229676,21.012229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menasha Skulnik,Performed with,Joseph Rumshinsky,Performed with,Władysław Godik,Performed with,Boris Thomashefsky,Performed with,Moyshe Broderzon,Performed with,Dovid Herman,Performed with,Henekh Kon,Performed with,Władysław Weintraub,Performed with,A. Roytman,Performed with,Avrom Eyzenberg,Performed with,Moyshe Potashinsky,Performed with,Yankev Mansdorf,Performed with,Nokhum Melnik,Performed with,Falie Goldhirsh,Performed with,Tea Artsishevska,Performed with,Miriam Lipska-Mansdorf,Performed with,Hersh Poznanski,Performed with,Felix Fibich,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lipman,Moyshe,,,,EE Jewish,y,m,http://www.museumoffamilyhistory.com/yt/lex/L/lipman-moshe.htm,Yiddish actor and director,"Theater, Acting, Directing",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polish State Yiddish Theater,Director,Yiddish,Warsaw,52.229676,21.012229,Lodz,51.759248,19.455983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michał Waszyński,Performed with,Lili Liliana,Performed with,Dina Halpern,Performed with,Alter Kacyzne,Performed with,Leon Liebgold,Performed with,Avrom Morevsky,Performed with,Isaac Samberg,Performed with,Gershon Lemberger,Performed with,Judith Berg,Performed with,Henekh Kon,Performed with,Ruth Turkow,Performed with,Diana Blumenfeld,Performed with,Yonas Turkow,Performed with,Yankev Kurlender,Performed with,Klara Segalovitch,Performed with,Helena Gotlib,Performed with,Henryk Szaro,Performed with,Zygmunt Turkow,Performed with,Adam Domb,Performed with,Ida Kaminska,Performed with,Henrik Tarlo,Performed with,Sonia Altboym,Performed with,Władysław Godik,Performed with,Ester-Rokhl Kaminska,Performed with,Shabsay Bliakher,Performed with,Sasha Lipovski,Performed with,Zalmen Hirshfeld,Performed with,Yankev Mandblit,Performed with,Fritz Kleynman,Director,Meir Melman,Performed with,Jacob Rotbaum,Performed with,Felix Fibich,Performed with,Rose Shoshana,Performed with,Daniel Shapiro,Performed with,Moyshe Tayman,Performed with,Yoysef Shlivniak,Performed with,Paul Breitman,Performed with,Zina Rapel,Performed with,A. Roytman,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lipovska,Ester,Glazer-Volska,,,EE Jewish,y,f,http://www.museumoffamilyhistory.com/yt/lex/L/lipovska-esther.htm,Yiddish actor,"Theater, Acting",1,Sasha Lipovski,Mother,Nokhum Lipovski,Wife,Leyzer Zhelazo,Wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fareynikte trupe,Actor,Yiddish,Lodz,51.759248,19.455983,,,,,,,,,,,,,Sambatyon,Actor,Yiddish,Vilna,54.687156,25.279651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Misha Fishzon,Performed with,Sam Adler,Performed with,Kompaneyets,Performed with,Ester-Rokhl Kaminska ,Performed with,Nokhum Lipovski,Performed with,Władysław Weintraub,Performed with,Shloyme Krause,Performed with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lipovski,Nokhum,,,,EE Jewish,y,m,http://www.museumoffamilyhistory.com/yt/lex/L/lipovski-nakhum.htm,Yiddish actor and director,"Theater, Acting, Directing",3,Sasha Lipovski,Adoptive Father,Ester Lipovska,Husband,,,,,,,,,,,,,Vladimir Nemirovich-Danchenko,,,,,,,,,,,,,,,,,,,,,,,,,,Nezlobin,Actor,Russian,Moscow,55.755826,37.617301,,,,,,,,,,,,,Yiddish Folks Theater,Director,Yiddish,Lviv,49.839683,24.029717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.Y. Kaminski,Performed with,Kompaneyets,Performed with,Julius Adler,Performed with,Rudolf Zaslavski,Performed with,Ester Lipovska,Performed with,Sasha Lipovski,Director,Avrom Morevsky,Director,Alex Stein,Director,Leah Naomi,Director,Roza Birnboym,Director,Khavel Buzgan,Director,Matisyahu Kovalski,Director,Reuven Vendorf,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
